EmpID,Age,AgeGroup,Education,EducationField,Gender,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,JobLevel,JobRole,MaritalStatus
RM1374,38,36-45,3,Medical,Female,20,20,11,0,7.0,2,Research Scientist,Divorced
RM1377,38,36-45,2,Life Sciences,Male,10,5,2,0,3.0,1,Research Scientist,Divorced
RM1392,38,36-45,3,Life Sciences,Male,20,1,0,0,0.0,1,Sales Representative,Single
RM1401,38,36-45,4,Other,Male,7,6,2,1,2.0,1,Human Resources,Married
RM1417,38,36-45,4,Life Sciences,Male,16,15,13,5,8.0,2,Sales Executive,Married
RM1419,38,36-45,4,Life Sciences,Male,10,8,3,7,7.0,2,Manufacturing Director,Married
RM1431,38,36-45,3,Medical,Female,20,18,16,1,11.0,3,Research Director,Married
RM1452,38,36-45,2,Life Sciences,Female,10,10,7,1,9.0,2,Sales Executive,Married
RM034,39,36-45,3,Technical Degree,Male,19,1,0,0,0.0,2,Sales Representative,Married
RM138,39,36-45,4,Life Sciences,Female,17,15,11,5,9.0,2,Sales Executive,Married
RM241,39,36-45,4,Medical,Female,7,3,2,1,2.0,1,Laboratory Technician,Divorced
RM252,39,36-45,4,Technical Degree,Female,20,19,6,11,3.0,3,Healthcare Representative,Single
RM305,39,36-45,3,Medical,Male,19,18,10,3,7.0,3,Healthcare Representative,Divorced
RM315,39,36-45,1,Medical,Male,21,21,9,11,10.0,4,Manager,Married
RM327,39,36-45,2,Medical,Male,21,21,9,13,3.0,5,Manager,Married
RM328,39,36-45,2,Medical,Female,12,1,0,0,0.0,2,Sales Executive,Married
RM401,39,36-45,1,Life Sciences,Male,21,21,8,1,6.0,5,Manager,Divorced
RM450,39,36-45,1,Life Sciences,Female,8,8,3,0,7.0,1,Laboratory Technician,Married
RM527,39,36-45,4,Technical Degree,Female,20,20,7,11,10.0,2,Healthcare Representative,Single
RM552,39,36-45,3,Human Resources,Female,12,8,3,3,6.0,2,Human Resources,Married
RM655,39,36-45,3,Life Sciences,Female,13,5,4,0,4.0,2,Human Resources,Married
RM670,39,36-45,3,Medical,Male,8,2,2,2,2.0,1,Laboratory Technician,Married
RM706,39,36-45,5,Life Sciences,Male,9,8,7,0,7.0,3,Sales Executive,Single
RM739,39,36-45,1,Life Sciences,Female,21,21,6,11,8.0,4,Manufacturing Director,Married
RM754,39,36-45,3,Medical,Female,21,21,6,2,8.0,3,Manufacturing Director,Single
RM814,39,36-45,3,Life Sciences,Male,21,18,7,11,5.0,4,Healthcare Representative,Divorced
RM817,39,36-45,3,Life Sciences,Male,9,5,4,0,3.0,2,Laboratory Technician,Single
RM938,39,36-45,4,Medical,Female,21,19,9,15,2.0,4,Manager,Divorced
RM941,39,36-45,3,Medical,Male,6,5,2,0,3.0,1,Research Scientist,Single
RM950,39,36-45,2,Life Sciences,Male,9,8,7,1,7.0,2,Manufacturing Director,Single
RM987,39,36-45,4,Life Sciences,Male,8,5,4,1,4.0,2,Sales Executive,Married
RM993,39,36-45,2,Life Sciences,Male,13,6,4,0,5.0,3,Healthcare Representative,Married
RM1033,39,36-45,3,Life Sciences,Female,11,1,0,0,0.0,1,Laboratory Technician,Single
RM1080,39,36-45,3,Life Sciences,Female,9,2,0,2,2.0,3,Manufacturing Director,Single
RM1125,39,36-45,3,Medical,Male,11,7,6,7,6.0,3,Sales Executive,Married
RM1149,39,36-45,5,Medical,Male,10,7,7,7,7.0,2,Manufacturing Director,Married
RM1156,39,36-45,2,Medical,Male,11,10,8,0,7.0,2,Laboratory Technician,Divorced
RM1160,39,36-45,3,Medical,Female,10,9,2,3,8.0,2,Manufacturing Director,Single
RM1176,39,36-45,3,Medical,Male,7,5,4,1,0.0,2,Manufacturing Director,Married
RM1241,39,36-45,3,Life Sciences,Male,9,9,8,5,8.0,2,Laboratory Technician,Married
RM1285,39,36-45,1,Medical,Male,9,4,3,2,2.0,3,Research Director,Single
RM1293,39,36-45,3,Life Sciences,Male,7,2,1,2,2.0,2,Sales Executive,Divorced
RM1336,39,36-45,4,Other,Male,7,2,2,2,2.0,2,Research Scientist,Divorced
RM1367,39,36-45,4,Life Sciences,Female,10,3,2,1,2.0,2,Sales Executive,Married
RM1373,39,36-45,2,Medical,Male,10,10,0,7,9.0,2,Manufacturing Director,Married
RM1404,39,36-45,4,Marketing,Male,21,20,8,11,10.0,4,Sales Executive,Single
RM1430,39,36-45,1,Life Sciences,Male,18,7,7,1,7.0,2,Research Scientist,Single
RM1438,39,36-45,3,Life Sciences,Male,21,6,0,1,3.0,5,Manager,Single
RM1463,39,36-45,1,Marketing,Female,21,20,9,9,6.0,4,Sales Executive,Married
RM1467,39,36-45,1,Medical,Male,9,7,7,1,7.0,3,Healthcare Representative,Married
RM1463,39,36-45,1,Marketing,Female,21,20,9,9,6.0,4,Sales Executive,Married
RM1467,39,36-45,1,Medical,Male,9,7,7,1,1.0,3,Healthcare Representative,Married
RM091,40,36-45,4,Life Sciences,Male,22,22,3,11,11.0,4,Healthcare Representative,Married
RM151,40,36-45,3,Medical,Female,20,20,7,2,13.0,2,Research Scientist,Divorced
RM159,40,36-45,4,Marketing,Male,15,12,11,2,11.0,3,Sales Executive,Married
RM187,40,36-45,1,Medical,Female,21,20,8,9,9.0,5,Manager,Married
RM204,40,36-45,2,Medical,Male,15,7,2,3,7.0,2,Laboratory Technician,Married
RM209,40,36-45,5,Life Sciences,Male,5,3,2,0,3.0,2,Healthcare Representative,Married
RM244,40,36-45,2,Technical Degree,Male,9,9,8,4,7.0,2,Research Scientist,Divorced
RM258,40,36-45,2,Medical,Male,22,21,7,3,3.0,5,Research Director,Divorced
RM336,40,36-45,2,Medical,Male,6,4,3,0,2.0,2,Sales Executive,Married
RM362,40,36-45,4,Life Sciences,Female,10,7,7,1,3.0,1,Laboratory Technician,Married
RM369,40,36-45,2,Marketing,Male,8,6,4,1,0.0,2,Sales Executive,Married
RM388,40,36-45,2,Marketing,Female,8,5,4,1,3.0,2,Sales Executive,Divorced
RM392,40,36-45,3,Medical,Female,20,1,0,0,0.0,2,Laboratory Technician,Married
RM418,40,36-45,4,Life Sciences,Female,21,20,15,1,12.0,5,Manager,Married
RM449,40,36-45,3,Life Sciences,Female,22,20,6,5,13.0,4,Manufacturing Director,Single
RM459,40,36-45,3,Other,Male,20,1,0,0,1.0,3,Sales Executive,Divorced
RM534,40,36-45,4,Life Sciences,Male,20,18,13,1,12.0,3,Sales Executive,Married
RM554,40,36-45,1,Medical,Female,5,4,2,2,3.0,1,Research Scientist,Single
RM583,40,36-45,2,Medical,Female,8,8,7,3,7.0,2,Healthcare Representative,Married
RM602,40,36-45,4,Medical,Male,10,1,0,0,0.0,2,Laboratory Technician,Single
RM685,40,36-45,4,Marketing,Male,11,1,0,0,0.0,3,Sales Executive,Divorced
RM692,40,36-45,4,Medical,Male,3,1,1,0,0.0,1,Research Scientist,Divorced
RM707,40,36-45,3,Life Sciences,Female,22,1,0,0,0.0,4,Sales Executive,Single
RM769,40,36-45,3,Marketing,Male,8,7,7,7,5.0,2,Sales Executive,Married
RM786,40,36-45,4,Technical Degree,Male,14,11,10,11,1.0,3,Healthcare Representative,Married
RM815,40,36-45,3,Medical,Male,21,20,7,4,9.0,5,Research Director,Single
RM838,40,36-45,4,Medical,Female,20,18,7,2,13.0,3,Research Director,Single
RM846,40,36-45,2,Medical,Female,16,1,1,0,0.0,2,Research Scientist,Married
RM867,40,36-45,4,Medical,Male,5,0,0,0,0.0,2,Sales Executive,Married
RM885,40,36-45,3,Technical Degree,Female,7,5,1,1,3.0,2,Sales Executive,Divorced
RM947,40,36-45,4,Marketing,Male,9,5,4,1,0.0,3,Sales Executive,Single
RM958,40,36-45,2,Life Sciences,Male,6,4,2,0,0.0,1,Research Scientist,Divorced
RM960,40,36-45,3,Life Sciences,Male,9,9,8,8,8.0,2,Research Scientist,Single
RM968,40,36-45,4,Life Sciences,Male,7,4,2,0,3.0,1,Laboratory Technician,Married
RM979,40,36-45,1,Medical,Female,15,12,11,11,8.0,2,Healthcare Representative,Divorced
RM1030,40,36-45,4,Other,Male,11,8,7,0,7.0,2,Laboratory Technician,Divorced
RM1041,40,36-45,1,Medical,Male,16,9,8,4,8.0,3,Research Director,Divorced
RM1046,40,36-45,3,Medical,Male,8,3,1,1,2.0,1,Research Scientist,Divorced
RM1084,40,36-45,4,Life Sciences,Male,15,5,4,1,0.0,1,Laboratory Technician,Single
RM1095,40,36-45,2,Medical,Male,9,8,4,7,1.0,2,Sales Executive,Married
RM1097,40,36-45,2,Medical,Male,21,21,7,7,7.0,4,Manager,Single
RM1099,40,36-45,2,Life Sciences,Male,8,2,2,2,2.0,2,Healthcare Representative,Divorced
RM1133,40,36-45,2,Life Sciences,Female,5,5,4,1,2.0,2,Sales Executive,Married
RM1157,40,36-45,3,Life Sciences,Female,18,18,15,14,12.0,3,Manufacturing Director,Married
RM1165,40,36-45,3,Life Sciences,Female,18,4,2,3,3.0,3,Manufacturing Director,Single
RM1172,40,36-45,3,Life Sciences,Male,10,4,2,0,3.0,1,Laboratory Technician,Single
RM1230,40,36-45,2,Life Sciences,Female,18,1,0,0,0.0,2,Manufacturing Director,Married
RM1243,40,36-45,4,Medical,Male,21,21,8,12,8.0,5,Manager,Single
RM1287,40,36-45,2,Life Sciences,Female,7,4,3,0,2.0,1,Laboratory Technician,Married
RM1300,40,36-45,3,Life Sciences,Female,12,5,3,0,3.0,2,Healthcare Representative,Divorced
RM1305,40,36-45,3,Life Sciences,Female,15,7,4,7,7.0,2,Healthcare Representative,Divorced
RM1349,40,36-45,4,Life Sciences,Male,22,19,7,11,16.0,4,Manager,Divorced
RM1410,40,36-45,3,Technical Degree,Female,10,10,9,9,4.0,2,Laboratory Technician,Married
RM1411,40,36-45,2,Marketing,Female,15,11,8,5,10.0,2,Sales Executive,Married
RM1428,40,36-45,4,Life Sciences,Male,8,1,0,0,0.0,1,Laboratory Technician,Married
RM1456,40,36-45,4,Life Sciences,Male,8,2,2,2,2.0,1,Research Scientist,Single
RM1458,40,36-45,4,Medical,Female,20,5,3,0,2.0,1,Research Scientist,Married
RM001,41,36-45,2,Life Sciences,Female,8,6,4,0,5.0,2,Sales Executive,Single
RM046,41,36-45,3,Technical Degree,Female,23,22,15,15,8.0,5,Research Director,Married
RM134,41,36-45,1,Life Sciences,Male,12,9,7,0,7.0,3,Sales Executive,Divorced
RM148,41,36-45,3,Life Sciences,Male,21,7,6,7,7.0,4,Manager,Divorced
RM149,41,36-45,4,Life Sciences,Male,7,5,0,1,4.0,1,Laboratory Technician,Married
RM167,41,36-45,3,Life Sciences,Male,13,9,8,1,8.0,1,Research Scientist,Divorced
RM183,41,36-45,2,Marketing,Female,4,4,3,0,2.0,1,Sales Representative,Single
RM216,41,36-45,3,Life Sciences,Female,16,1,0,0,0.0,3,Manager,Single
RM243,41,36-45,2,Life Sciences,Male,17,1,0,0,0.0,2,Research Scientist,Divorced
RM301,41,36-45,4,Life Sciences,Male,22,22,10,0,4.0,4,Manager,Single
RM347,41,36-45,3,Medical,Male,8,5,4,1,2.0,2,Manufacturing Director,Single
RM367,41,36-45,3,Marketing,Male,8,8,7,7,7.0,2,Sales Executive,Single
RM404,41,36-45,3,Marketing,Male,10,10,7,0,3.0,3,Sales Executive,Married
RM447,41,36-45,2,Life Sciences,Male,16,14,3,1,10.0,2,Sales Executive,Single
RM460,41,36-45,4,Other,Female,10,8,7,0,7.0,2,Healthcare Representative,Single
RM467,41,36-45,5,Life Sciences,Female,22,18,16,11,8.0,4,Manager,Married
RM536,41,36-45,4,Human Resources,Male,23,21,6,12,6.0,5,Manager,Divorced
RM539,41,36-45,3,Human Resources,Male,22,22,7,2,10.0,5,Manager,Married
RM668,41,36-45,4,Life Sciences,Female,10,7,7,1,0.0,1,Laboratory Technician,Divorced
RM687,41,36-45,3,Medical,Male,20,18,13,2,17.0,1,Laboratory Technician,Single
RM717,41,36-45,3,Medical,Male,21,18,16,0,11.0,5,Research Director,Divorced
RM738,41,36-45,2,Medical,Female,8,2,2,2,1.0,2,Manufacturing Director,Single
RM747,41,36-45,1,Life Sciences,Female,21,21,16,5,10.0,5,Research Director,Divorced
RM784,41,36-45,2,Technical Degree,Female,10,10,6,0,8.0,1,Research Scientist,Married
RM831,41,36-45,4,Life Sciences,Male,6,1,0,0,0.0,1,Laboratory Technician,Married
RM865,41,36-45,2,Life Sciences,Male,5,1,0,0,0.0,1,Research Scientist,Divorced
RM952,41,36-45,2,Medical,Male,19,19,2,11,9.0,2,Sales Executive,Single
RM961,41,36-45,3,Marketing,Female,10,9,3,1,7.0,2,Sales Executive,Divorced
RM989,41,36-45,3,Life Sciences,Female,12,6,2,3,3.0,2,Research Scientist,Divorced
RM1029,41,36-45,5,Medical,Male,7,4,2,0,3.0,1,Research Scientist,Married
RM1197,41,36-45,2,Life Sciences,Male,21,2,0,0,2.0,3,Sales Executive,Single
RM1219,41,36-45,3,Marketing,Male,10,10,8,8,7.0,3,Sales Executive,Single
RM1229,41,36-45,3,Human Resources,Male,10,3,2,1,2.0,2,Human Resources,Married
RM1267,41,36-45,4,Life Sciences,Male,5,5,3,0,4.0,1,Laboratory Technician,Divorced
RM1295,41,36-45,3,Life Sciences,Male,11,3,2,1,2.0,2,Healthcare Representative,Single
RM1296,41,36-45,1,Marketing,Female,23,22,14,13,5.0,3,Sales Executive,Divorced
RM1357,41,36-45,3,Marketing,Female,14,5,4,1,4.0,2,Sales Executive,Married
RM1421,41,36-45,3,Life Sciences,Male,12,5,3,1,0.0,1,Research Scientist,Married
RM1446,41,36-45,4,Life Sciences,Female,21,20,7,0,10.0,4,Manufacturing Director,Married
RM1449,41,36-45,3,Life Sciences,Male,14,5,4,0,4.0,2,Sales Executive,Divorced
RM028,42,36-45,4,Marketing,Male,10,9,7,4,3.0,2,Sales Executive,Married
RM198,42,36-45,2,Medical,Female,11,5,3,0,2.0,2,Manufacturing Director,Divorced
RM232,42,36-45,2,Technical Degree,Male,22,22,17,11,15.0,5,Manager,Married
RM254,42,36-45,2,Life Sciences,Female,10,3,2,0,3.0,2,Research Scientist,Single
RM257,42,36-45,3,Medical,Female,10,9,6,7,3.0,1,Laboratory Technician,Divorced
RM282,42,36-45,1,Life Sciences,Male,20,20,16,11,6.0,2,Sales Executive,Married
RM296,42,36-45,3,Marketing,Female,23,20,4,4,8.0,4,Sales Executive,Married
RM349,42,36-45,5,Life Sciences,Female,16,1,0,0,0.0,4,Research Director,Single
RM351,42,36-45,1,Technical Degree,Male,4,3,2,1,0.0,1,Human Resources,Divorced
RM357,42,36-45,4,Other,Male,14,1,0,0,0.0,2,Healthcare Representative,Single
RM389,42,36-45,4,Life Sciences,Female,8,5,2,1,2.0,1,Laboratory Technician,Divorced
RM410,42,36-45,2,Life Sciences,Female,19,5,4,0,2.0,2,Research Scientist,Divorced
RM414,42,36-45,4,Technical Degree,Female,7,6,5,0,4.0,2,Healthcare Representative,Married
RM442,42,36-45,2,Other,Male,8,2,2,2,0.0,1,Laboratory Technician,Married
RM452,42,36-45,3,Medical,Male,10,10,9,5,8.0,3,Manufacturing Director,Married
RM489,42,36-45,4,Life Sciences,Female,10,10,2,2,2.0,2,Healthcare Representative,Married
RM548,42,36-45,3,Medical,Male,7,2,2,2,2.0,1,Research Scientist,Divorced
RM585,42,36-45,3,Life Sciences,Male,24,24,7,14,9.0,5,Manager,Divorced
RM598,42,36-45,2,Life Sciences,Female,8,4,3,0,2.0,2,Manufacturing Director,Married
RM605,42,36-45,3,Life Sciences,Male,10,9,8,7,8.0,2,Manufacturing Director,Married
RM633,42,36-45,1,Medical,Male,8,2,1,2,2.0,1,Research Scientist,Single
RM644,42,36-45,3,Life Sciences,Female,17,5,3,1,3.0,2,Laboratory Technician,Married
RM673,42,36-45,2,Medical,Female,10,5,4,0,3.0,2,Sales Executive,Single
RM742,42,36-45,2,Marketing,Male,21,1,0,0,0.0,5,Manager,Married
RM800,42,36-45,2,Medical,Male,23,22,6,13,7.0,4,Manager,Married
RM825,42,36-45,3,Medical,Male,16,1,0,0,0.0,2,Laboratory Technician,Single
RM839,42,36-45,3,Life Sciences,Male,22,21,9,13,14.0,4,Sales Executive,Single
RM840,42,36-45,4,Marketing,Male,9,6,4,1,5.0,2,Sales Executive,Single
RM879,42,36-45,5,Medical,Male,10,4,3,0,3.0,2,Human Resources,Married
RM888,42,36-45,5,Medical,Female,20,1,0,0,0.0,3,Research Director,Married
RM926,42,36-45,4,Medical,Female,18,1,0,0,0.0,2,Research Scientist,Married
RM955,42,36-45,1,Life Sciences,Male,21,20,8,2,10.0,4,Manager,Married
RM1000,42,36-45,3,Human Resources,Female,21,20,7,0,9.0,4,Manager,Married
RM1051,42,36-45,2,Medical,Female,12,12,9,5,8.0,1,Laboratory Technician,Single
RM1089,42,36-45,3,Medical,Male,4,1,0,0,0.0,1,Laboratory Technician,Married
RM1094,42,36-45,3,Life Sciences,Male,24,20,8,13,9.0,3,Healthcare Representative,Married
RM1130,42,36-45,2,Other,Male,24,1,0,0,1.0,5,Manager,Single
RM1264,42,36-45,3,Medical,Male,7,5,3,0,4.0,1,Laboratory Technician,Divorced
RM1288,42,36-45,3,Medical,Male,10,0,0,0,0.0,2,Healthcare Representative,Married
RM1321,42,36-45,4,Technical Degree,Male,10,6,3,3,3.0,1,Research Scientist,Married
RM1326,42,36-45,3,Life Sciences,Male,8,0,0,0,0.0,1,Laboratory Technician,Single
RM1358,42,36-45,3,Medical,Male,18,13,7,5,7.0,3,Research Director,Married
RM1379,42,36-45,4,Marketing,Male,14,0,0,0,0.0,2,Sales Executive,Divorced
RM1405,42,36-45,2,Life Sciences,Male,20,20,9,3,7.0,2,Research Scientist,Single
RM1420,42,36-45,4,Life Sciences,Male,9,4,3,1,2.0,2,Research Scientist,Divorced
RM1444,42,36-45,3,Life Sciences,Male,24,22,6,4,14.0,5,Manager,Married
RM036,43,36-45,2,Medical,Female,6,5,3,1,4.0,1,Research Scientist,Divorced
RM120,43,36-45,2,Life Sciences,Male,25,25,12,4,12.0,4,Manager,Married
RM131,43,36-45,3,Medical,Female,18,3,2,1,2.0,1,Research Scientist,Single
RM194,43,36-45,3,Medical,Male,7,5,4,2,2.0,1,Research Scientist,Divorced
RM236,43,36-45,3,Marketing,Female,22,17,13,1,9.0,4,Manager,Married
RM316,43,36-45,4,Life Sciences,Female,9,8,7,1,7.0,1,Laboratory Technician,Single
RM331,43,36-45,4,Life Sciences,Female,9,9,7,0,0.0,2,Laboratory Technician,Divorced
RM334,43,36-45,3,Life Sciences,Female,10,1,0,0,0.0,3,Healthcare Representative,Married
RM391,43,36-45,3,Life Sciences,Male,25,25,10,3,9.0,4,Research Director,Divorced
RM396,43,36-45,3,Medical,Male,8,3,2,1,2.0,1,Laboratory Technician,Married
RM397,43,36-45,4,Other,Female,8,5,2,0,2.0,2,Healthcare Representative,Divorced
RM490,43,36-45,4,Other,Male,21,1,0,0,0.0,4,Research Director,Divorced
RM492,43,36-45,5,Medical,Male,10,8,7,4,7.0,2,Laboratory Technician,Divorced
RM549,43,36-45,3,Life Sciences,Male,7,2,2,2,2.0,2,Sales Executive,Married
RM610,43,36-45,2,Life Sciences,Male,22,4,1,1,0.0,4,Research Director,Married
RM651,43,36-45,3,Life Sciences,Female,12,5,2,2,2.0,2,Healthcare Representative,Married
RM662,43,36-45,3,Life Sciences,Female,4,1,0,0,0.0,2,Manufacturing Director,Divorced
RM776,43,36-45,3,Medical,Male,18,1,0,0,0.0,3,Sales Executive,Divorced
RM813,43,36-45,3,Life Sciences,Female,18,8,7,0,1.0,3,Manufacturing Director,Married
RM850,43,36-45,3,Marketing,Female,7,4,3,1,3.0,2,Sales Executive,Single
RM899,43,36-45,3,Life Sciences,Male,25,8,7,0,7.0,5,Research Director,Married
RM927,43,36-45,4,Marketing,Female,23,21,7,15,17.0,3,Sales Executive,Single
RM996,43,36-45,3,Medical,Female,20,20,7,1,8.0,2,Research Scientist,Single
RM1134,43,36-45,3,Technical Degree,Male,8,6,4,0,2.0,1,Laboratory Technician,Divorced
RM1186,43,36-45,2,Life Sciences,Male,14,14,10,6,11.0,4,Research Director,Married
RM1217,43,36-45,3,Medical,Male,10,10,9,8,8.0,2,Sales Executive,Married
RM1263,43,36-45,3,Technical Degree,Male,6,1,0,0,0.0,1,Research Scientist,Married
RM1270,43,36-45,3,Life Sciences,Male,10,9,7,1,8.0,1,Human Resources,Single
RM1294,43,36-45,3,Life Sciences,Male,7,3,2,1,2.0,1,Research Scientist,Single
RM1317,43,36-45,4,Life Sciences,Male,7,7,7,7,7.0,2,Sales Executive,Married
RM1331,43,36-45,3,Medical,Female,21,16,12,6,14.0,5,Manager,Married
RM1400,43,36-45,3,Life Sciences,Male,10,10,9,0,9.0,3,Healthcare Representative,Married
RM029,44,36-45,4,Medical,Female,24,22,6,5,3.0,3,Healthcare Representative,Married
RM032,44,36-45,4,Other,Male,9,4,2,1,3.0,2,Healthcare Representative,Married
RM053,44,36-45,5,Marketing,Female,9,4,3,1,3.0,2,Sales Executive,Divorced
RM100,44,36-45,3,Medical,Male,17,3,2,1,2.0,2,Laboratory Technician,Married
RM287,44,36-45,3,Life Sciences,Male,19,1,0,0,0.0,1,Laboratory Technician,Divorced
RM494,44,36-45,4,Life Sciences,Female,10,2,2,0,2.0,2,Human Resources,Single
RM498,44,36-45,4,Other,Male,26,2,2,0,1.0,5,Manager,Married
RM544,44,36-45,3,Medical,Male,9,5,2,1,4.0,1,Laboratory Technician,Single
RM618,44,36-45,3,Medical,Male,10,5,2,2,3.0,2,Healthcare Representative,Single
RM632,44,36-45,4,Life Sciences,Male,10,3,2,0,2.0,1,Laboratory Technician,Married
RM659,44,36-45,2,Life Sciences,Male,8,8,7,7,1.0,1,Research Scientist,Married
RM751,44,36-45,3,Medical,Female,23,12,11,11,11.0,4,Sales Executive,Married
RM790,44,36-45,2,Medical,Male,24,20,6,3,6.0,3,Human Resources,Married
RM858,44,36-45,4,Life Sciences,Male,6,6,4,0,2.0,1,Research Scientist,Single
RM863,44,36-45,3,Life Sciences,Male,6,0,0,0,0.0,1,Research Scientist,Single
RM876,44,36-45,4,Other,Male,20,20,11,13,17.0,2,Research Scientist,Single
RM892,44,36-45,1,Life Sciences,Female,10,10,5,7,7.0,1,Research Scientist,Married
RM908,44,36-45,3,Marketing,Male,26,22,9,3,10.0,5,Manager,Married
RM923,44,36-45,2,Life Sciences,Male,26,25,9,14,13.0,5,Manager,Divorced
RM929,44,36-45,3,Medical,Female,10,10,7,0,5.0,3,Healthcare Representative,Married
RM954,44,36-45,3,Life Sciences,Male,10,3,2,1,2.0,1,Laboratory Technician,Married
RM1043,44,36-45,3,Life Sciences,Male,7,5,2,0,3.0,1,Laboratory Technician,Single
RM1047,44,36-45,3,Life Sciences,Male,6,5,2,1,3.0,1,Research Scientist,Single
RM1052,44,36-45,5,Marketing,Female,11,1,0,0,0.0,2,Sales Executive,Married
RM1063,44,36-45,1,Medical,Male,16,2,2,2,2.0,3,Manufacturing Director,Single
RM1079,44,36-45,3,Life Sciences,Male,24,20,6,14,17.0,4,Research Director,Married
RM1141,44,36-45,3,Medical,Female,23,22,7,1,10.0,5,Research Director,Divorced
RM1166,44,36-45,5,Human Resources,Male,14,10,7,0,2.0,2,Human Resources,Married
RM1201,44,36-45,3,Life Sciences,Female,8,2,2,2,2.0,1,Human Resources,Divorced
RM1215,44,36-45,3,Life Sciences,Female,9,8,7,6,7.0,3,Healthcare Representative,Married
RM1280,44,36-45,2,Medical,Male,6,5,3,2,3.0,1,Research Scientist,Divorced
RM1353,44,36-45,4,Life Sciences,Male,10,2,0,2,2.0,2,Healthcare Representative,Married
RM1436,44,36-45,3,Medical,Male,6,4,3,1,2.0,1,Research Scientist,Single
RM068,45,36-45,3,Life Sciences,Male,25,1,0,0,0.0,3,Research Scientist,Divorced
RM078,45,36-45,4,Other,Male,17,0,0,0,3.0,3,Research Director,Married
RM142,45,36-45,3,Medical,Male,9,6,5,0,3.0,1,Research Scientist,Single
RM154,45,36-45,3,Life Sciences,Male,20,17,9,0,15.0,2,Laboratory Technician,Divorced
RM175,45,36-45,2,Life Sciences,Female,9,5,4,0,3.0,2,Sales Executive,Divorced
RM195,45,36-45,2,Medical,Male,22,20,8,11,8.0,4,Manager,Married
RM219,45,36-45,3,Medical,Female,23,19,7,12,8.0,3,Sales Executive,Single
RM245,45,36-45,3,Other,Male,25,24,0,1,7.0,5,Manager,Married
RM250,45,36-45,4,Life Sciences,Male,9,3,2,0,3.0,2,Manufacturing Director,Married
RM269,45,36-45,2,Medical,Male,21,20,7,4,10.0,4,Healthcare Representative,Married
RM312,45,36-45,3,Life Sciences,Male,24,24,9,9,11.0,3,Laboratory Technician,Divorced
RM335,45,36-45,4,Other,Male,12,10,9,9,8.0,2,Research Scientist,Married
RM408,45,36-45,2,Life Sciences,Male,8,2,2,0,3.0,1,Research Scientist,Married
RM453,45,36-45,3,Other,Male,9,8,7,3,7.0,2,Sales Executive,Married
RM505,45,36-45,4,Life Sciences,Female,5,1,1,0,0.0,2,Sales Executive,Married
RM565,45,36-45,2,Technical Degree,Male,9,8,7,3,1.0,2,Sales Representative,Single
RM604,45,36-45,3,Life Sciences,Female,1,1,0,0,0.0,1,Research Scientist,Single
RM626,45,36-45,3,Marketing,Male,18,5,4,0,2.0,3,Sales Executive,Divorced
RM697,45,36-45,2,Life Sciences,Male,9,9,7,0,8.0,2,Laboratory Technician,Married
RM714,45,36-45,4,Medical,Female,8,5,3,0,2.0,1,Laboratory Technician,Divorced
RM719,45,36-45,2,Life Sciences,Male,9,9,8,0,8.0,2,Laboratory Technician,Married
RM756,45,36-45,2,Life Sciences,Female,26,9,3,1,1.0,4,Manager,Married
RM760,45,36-45,4,Medical,Male,6,6,3,0,4.0,1,Human Resources,Single
RM806,45,36-45,4,Life Sciences,Female,15,15,10,4,12.0,2,Sales Executive,Married
RM855,45,36-45,3,Medical,Female,7,3,2,0,2.0,1,Research Scientist,Married
RM914,45,36-45,3,Marketing,Female,26,24,10,1,11.0,5,Manager,Single
RM937,45,36-45,3,Medical,Female,22,0,0,0,0.0,5,Manager,Single
RM1035,45,36-45,3,Medical,Male,24,7,7,0,7.0,3,Healthcare Representative,Divorced
RM1038,45,36-45,3,Technical Degree,Male,10,3,1,1,2.0,3,Manufacturing Director,Married
RM1093,45,36-45,3,Technical Degree,Male,8,5,4,0,3.0,1,Research Scientist,Married
RM1100,45,36-45,4,Technical Degree,Male,10,10,8,7,7.0,3,Healthcare Representative,Divorced
RM1143,45,36-45,5,Medical,Female,10,10,7,1,4.0,2,Laboratory Technician,Single
RM1144,45,36-45,3,Marketing,Male,10,10,7,4,5.0,2,Sales Executive,Married
RM1161,45,36-45,2,Other,Female,10,10,7,3,9.0,2,Manufacturing Director,Divorced
RM1222,45,36-45,1,Life Sciences,Male,25,23,15,14,4.0,3,Healthcare Representative,Married
RM1226,45,36-45,2,Technical Degree,Female,21,21,6,8,6.0,4,Research Director,Single
RM1244,45,36-45,3,Life Sciences,Female,9,5,0,0,3.0,3,Human Resources,Married
RM1315,45,36-45,4,Life Sciences,Female,10,8,7,5,7.0,2,Sales Executive,Married
RM1347,45,36-45,2,Life Sciences,Female,10,9,8,3,8.0,2,Manufacturing Director,Married
RM1363,45,36-45,4,Medical,Male,12,4,2,0,3.0,2,Healthcare Representative,Single
RM1455,45,36-45,3,Life Sciences,Female,8,5,3,0,1.0,2,Sales Executive,Single
RM030,46,46-55,4,Marketing,Female,22,2,2,2,3.0,5,Manager,Single
RM049,46,46-55,4,Marketing,Male,14,9,6,0,8.0,2,Sales Executive,Single
RM080,46,46-55,2,Medical,Male,16,4,2,0,2.0,2,Human Resources,Divorced
